trade_id,strategy,entry_date_ny,exit_date_ny,net_pnl_pct,net_pnl_R,date_ny,adverse_windows_today,has_adverse_today
1,guardian,2022-01-11,2022-01-24,2.02,5.941176470588235,2022-01-24,2,1
2,guardian,2022-02-01,2022-02-01,-0.19,-0.5588235294117647,,0,0
3,guardian,2022-02-03,2022-02-04,-0.21,-0.6176470588235293,,0,0
4,guardian,2022-02-07,2022-02-15,3.52,10.352941176470587,,0,0
5,guardian,2022-02-21,2022-02-22,-0.19,-0.5588235294117647,,0,0
6,guardian,2022-02-22,2022-02-22,-0.27,-0.7941176470588235,,0,0
7,guardian,2022-03-01,2022-03-08,6.03,17.735294117647058,,0,0
8,guardian,2022-03-08,2022-03-09,-0.94,-2.7647058823529407,,0,0
9,guardian,2022-03-10,2022-03-10,-0.5,-1.4705882352941175,,0,0
10,guardian,2022-03-10,2022-03-10,-0.53,-1.5588235294117647,,0,0
11,guardian,2022-04-04,2022-04-05,-0.3,-0.8823529411764705,,0,0
12,guardian,2022-04-07,2022-04-07,-0.19,-0.5588235294117647,,0,0
13,guardian,2022-04-07,2022-04-24,-0.39,-1.1470588235294117,,0,0
14,guardian,2022-05-23,2022-05-23,-0.2,-0.5882352941176471,,0,0
15,guardian,2022-05-30,2022-05-30,-0.17,-0.5,,0,0
16,guardian,2022-06-07,2022-06-07,-0.21,-0.6176470588235293,,0,0
17,guardian,2022-06-20,2022-06-21,-0.13,-0.38235294117647056,,0,0
18,guardian,2022-06-21,2022-06-21,-0.22,-0.6470588235294117,,0,0
19,guardian,2022-07-25,2022-07-25,-0.2,-0.5882352941176471,,0,0
20,guardian,2022-07-26,2022-07-26,-0.22,-0.6470588235294117,,0,0
21,guardian,2022-07-28,2022-07-28,-0.27,-0.7941176470588235,,0,0
22,guardian,2022-07-28,2022-08-10,2.02,5.941176470588235,,0,0
23,guardian,2022-08-11,2022-08-11,-0.21,-0.6176470588235293,,0,0
24,guardian,2022-09-12,2022-09-12,-0.27,-0.7941176470588235,,0,0
25,guardian,2022-09-29,2022-09-29,-0.32,-0.9411764705882353,,0,0
26,guardian,2022-09-29,2022-10-12,1.2,3.529411764705882,,0,0
27,guardian,2022-10-24,2022-10-25,-0.31,-0.9117647058823529,,0,0
28,guardian,2022-10-25,2022-10-28,-0.23,-0.676470588235294,,0,0
29,guardian,2022-11-01,2022-11-02,-0.2,-0.5882352941176471,,0,0
30,guardian,2022-11-07,2022-11-07,-0.24,-0.7058823529411764,,0,0
31,guardian,2022-11-15,2022-11-16,-0.3,-0.8823529411764705,,0,0
32,guardian,2022-11-24,2022-11-24,-0.13,-0.38235294117647056,,0,0
33,guardian,2022-11-24,2022-11-24,-0.08,-0.23529411764705882,,0,0
34,guardian,2022-11-29,2022-11-29,-0.23,-0.676470588235294,,0,0
35,guardian,2022-11-29,2022-11-29,-0.2,-0.5882352941176471,,0,0
36,guardian,2022-12-08,2022-12-12,-0.25,-0.7352941176470588,,0,0
37,guardian,2022-12-19,2022-12-19,-0.2,-0.5882352941176471,,0,0
38,guardian,2022-12-27,2022-12-28,-0.18,-0.5294117647058822,,0,0
39,guardian,2022-12-29,2023-01-04,2.64,7.764705882352941,,0,0
40,guardian,2023-01-09,2023-01-09,-0.21,-0.6176470588235293,,0,0
41,guardian,2023-01-09,2023-01-09,-0.21,-0.6176470588235293,,0,0
42,guardian,2023-01-10,2023-01-10,-0.19,-0.5588235294117647,,0,0
43,guardian,2023-01-12,2023-01-25,3.24,9.529411764705882,,0,0
44,guardian,2023-01-26,2023-01-26,-0.23,-0.676470588235294,,0,0
45,guardian,2023-01-26,2023-01-26,-0.28,-0.823529411764706,,0,0
46,guardian,2023-02-09,2023-02-09,-0.19,-0.5588235294117647,,0,0
47,guardian,2023-02-20,2023-02-20,-0.11,-0.32352941176470584,,0,0
48,guardian,2023-03-02,2023-03-02,-0.18,-0.5294117647058822,,0,0
49,guardian,2023-03-02,2023-03-07,-0.2,-0.5882352941176471,,0,0
50,guardian,2023-03-14,2023-03-15,-0.35,-1.0294117647058822,,0,0
51,guardian,2023-03-16,2023-03-16,-0.32,-0.9411764705882353,,0,0
52,guardian,2023-03-16,2023-03-29,2.0,5.88235294117647,,0,0
53,guardian,2023-03-30,2023-04-02,-0.24,-0.7058823529411764,,0,0
54,guardian,2023-04-03,2023-04-03,-0.21,-0.6176470588235293,,0,0
55,guardian,2023-04-11,2023-04-14,-0.19,-0.5588235294117647,,0,0
56,guardian,2023-04-20,2023-04-20,-0.25,-0.7352941176470588,,0,0
57,guardian,2023-04-20,2023-04-21,-0.3,-0.8823529411764705,,0,0
58,guardian,2023-05-02,2023-05-03,3.1,9.117647058823529,,0,0
59,guardian,2023-05-04,2023-05-05,-0.28,-0.823529411764706,,0,0
60,guardian,2023-05-08,2023-05-08,-0.19,-0.5588235294117647,,0,0
61,guardian,2023-05-09,2023-05-09,-0.17,-0.5,,0,0
62,guardian,2023-06-01,2023-06-02,-0.22,-0.6470588235294117,,0,0
63,guardian,2023-06-06,2023-06-06,-0.17,-0.5,,0,0
64,guardian,2023-06-06,2023-06-07,-0.23,-0.676470588235294,,0,0
65,guardian,2023-07-04,2023-07-04,-0.11,-0.32352941176470584,,0,0
66,guardian,2023-07-10,2023-07-21,2.09,6.147058823529411,,0,0
67,guardian,2023-08-22,2023-09-04,2.08,6.117647058823529,,0,0
68,guardian,2023-09-18,2023-09-21,-0.15,-0.4411764705882352,,0,0
69,guardian,2023-10-09,2023-10-13,3.58,10.529411764705882,,0,0
70,guardian,2023-10-16,2023-10-16,-0.23,-0.676470588235294,,0,0
71,guardian,2023-10-17,2023-10-17,-0.27,-0.7941176470588235,,0,0
72,guardian,2023-10-17,2023-10-20,3.6,10.588235294117647,,0,0
73,guardian,2023-10-23,2023-10-23,-0.25,-0.7352941176470588,,0,0
74,guardian,2023-10-24,2023-11-06,0.62,1.8235294117647058,,0,0
75,guardian,2023-11-16,2023-11-21,2.1,6.176470588235294,,0,0
76,guardian,2023-11-21,2023-11-21,-0.19,-0.5588235294117647,,0,0
77,guardian,2023-11-23,2023-11-23,-0.1,-0.29411764705882354,,0,0
78,guardian,2023-11-27,2023-11-27,-0.18,-0.5294117647058822,,0,0
79,guardian,2023-11-27,2023-12-03,3.2,9.411764705882353,,0,0
80,guardian,2023-12-14,2023-12-14,-0.24,-0.7058823529411764,,0,0
81,guardian,2023-12-14,2023-12-14,-0.21,-0.6176470588235293,,0,0
82,guardian,2023-12-18,2024-01-02,1.75,5.147058823529411,,0,0
83,guardian,2024-01-15,2024-01-15,-0.12,-0.3529411764705882,,0,0
84,guardian,2024-01-23,2024-01-24,-0.19,-0.5588235294117647,,0,0
85,guardian,2024-01-30,2024-01-31,-0.17,-0.5,,0,0
86,guardian,2024-02-01,2024-02-02,-0.23,-0.676470588235294,,0,0
87,guardian,2024-02-20,2024-02-20,-0.14,-0.411764705882353,,0,0
88,guardian,2024-02-22,2024-02-23,-0.12,-0.3529411764705882,,0,0
89,guardian,2024-02-26,2024-02-28,-0.14,-0.411764705882353,,0,0
90,guardian,2024-02-29,2024-03-01,-0.16,-0.47058823529411764,,0,0
91,guardian,2024-03-05,2024-03-18,1.53,4.5,,0,0
92,guardian,2024-03-21,2024-03-21,-0.22,-0.6470588235294117,,0,0
93,guardian,2024-04-01,2024-04-07,3.98,11.705882352941176,,0,0
94,guardian,2024-04-08,2024-04-10,-0.31,-0.9117647058823529,,0,0
95,guardian,2024-04-11,2024-04-11,-0.27,-0.7941176470588235,,0,0
96,guardian,2024-04-11,2024-04-15,-0.31,-0.9117647058823529,2024-04-15,1,1
97,guardian,2024-04-16,2024-04-16,-0.29,-0.8529411764705881,2024-04-16,1,1
98,guardian,2024-04-16,2024-04-17,-0.38,-1.1176470588235294,2024-04-17,1,1
99,guardian,2024-04-18,2024-04-18,-0.33,-0.9705882352941176,,0,0
100,guardian,2024-04-18,2024-04-21,-0.37,-1.088235294117647,,0,0
101,guardian,2024-04-29,2024-04-29,-0.27,-0.7941176470588235,,0,0
102,guardian,2024-05-06,2024-05-07,-0.31,-0.9117647058823529,,0,0
103,guardian,2024-05-07,2024-05-07,-0.23,-0.676470588235294,,0,0
104,guardian,2024-05-09,2024-05-19,5.29,15.558823529411764,,0,0
105,guardian,2024-05-21,2024-05-21,-0.22,-0.6470588235294117,,0,0
106,guardian,2024-05-28,2024-05-29,-0.22,-0.6470588235294117,,0,0
107,guardian,2024-06-06,2024-06-07,-0.22,-0.6470588235294117,,0,0
108,guardian,2024-06-17,2024-06-17,-0.22,-0.6470588235294117,,0,0
109,guardian,2024-06-17,2024-06-18,-0.18,-0.5294117647058822,,0,0
110,guardian,2024-06-27,2024-06-27,-0.19,-0.5588235294117647,,0,0
111,guardian,2024-07-02,2024-07-02,-0.27,-0.7941176470588235,,0,0
112,guardian,2024-07-02,2024-07-11,3.93,11.558823529411764,,0,0
113,guardian,2024-07-15,2024-07-19,-0.24,-0.7058823529411764,,0,0
114,guardian,2024-07-30,2024-07-30,-0.16,-0.47058823529411764,,0,0
115,guardian,2024-08-15,2024-08-28,2.18,6.411764705882353,,0,0
116,guardian,2024-08-29,2024-08-30,-0.25,-0.7352941176470588,,0,0
117,guardian,2024-09-05,2024-09-05,-0.25,-0.7352941176470588,2024-09-05,1,1
118,guardian,2024-09-05,2024-09-06,-0.23,-0.676470588235294,2024-09-06,1,1
119,guardian,2024-09-10,2024-09-11,-0.22,-0.6470588235294117,2024-09-11,1,1
120,guardian,2024-09-17,2024-09-17,-0.25,-0.7352941176470588,,0,0
121,guardian,2024-09-17,2024-09-18,-0.24,-0.7058823529411764,,0,0
122,guardian,2024-09-19,2024-10-02,2.94,8.647058823529411,,0,0
123,guardian,2024-10-14,2024-10-14,-0.16,-0.47058823529411764,,0,0
124,guardian,2024-10-15,2024-10-23,3.89,11.441176470588236,2024-10-23,2,1
125,guardian,2024-10-28,2024-10-31,-0.15,-0.4411764705882352,2024-10-31,1,1
126,guardian,2024-11-21,2024-11-21,-0.21,-0.6176470588235293,,0,0
127,guardian,2024-11-21,2024-11-24,-0.24,-0.7058823529411764,,0,0
128,guardian,2024-12-03,2024-12-04,-0.26,-0.7647058823529411,,0,0
129,guardian,2024-12-05,2024-12-05,-0.2,-0.5882352941176471,,0,0
130,guardian,2024-12-26,2024-12-26,-0.12,-0.3529411764705882,,0,0
131,guardian,2024-12-26,2024-12-27,-0.14,-0.411764705882353,,0,0
132,guardian,2025-01-02,2025-01-05,-0.19,-0.5588235294117647,,0,0
133,guardian,2025-01-06,2025-01-17,2.35,6.911764705882352,,0,0
134,guardian,2025-01-20,2025-01-20,-0.2,-0.5882352941176471,,0,0
135,guardian,2025-01-20,2025-01-31,3.9,11.470588235294116,,0,0
136,guardian,2025-02-06,2025-02-20,3.02,8.88235294117647,,0,0
137,guardian,2025-02-20,2025-02-20,-0.28,-0.823529411764706,,0,0
138,guardian,2025-02-24,2025-02-25,-0.26,-0.7647058823529411,2025-02-25,4,1
139,guardian,2025-03-04,2025-03-04,-0.3,-0.8823529411764705,2025-03-04,1,1
140,guardian,2025-03-06,2025-03-06,-0.25,-0.7352941176470588,2025-03-06,1,1
141,guardian,2025-03-11,2025-03-17,3.37,9.911764705882353,,0,0
142,guardian,2025-03-18,2025-03-21,-0.26,-0.7647058823529411,,0,0
143,guardian,2025-03-27,2025-04-04,-0.26,-0.7647058823529411,2025-04-04,3,1
144,guardian,2025-04-10,2025-04-21,9.23,27.14705882352941,,0,0
145,guardian,2025-05-06,2025-05-06,-0.35,-1.0294117647058822,,0,0
146,guardian,2025-05-08,2025-05-08,-0.32,-0.9411764705882353,,0,0
147,guardian,2025-05-19,2025-05-19,-0.36,-1.0588235294117645,,0,0
148,guardian,2025-05-22,2025-05-22,-0.37,-1.088235294117647,,0,0
149,guardian,2025-06-03,2025-06-04,-0.24,-0.7058823529411764,,0,0
150,guardian,2025-06-12,2025-06-16,-0.37,-1.088235294117647,,0,0
151,guardian,2025-06-17,2025-06-17,-0.26,-0.7647058823529411,,0,0
152,guardian,2025-06-23,2025-06-23,-0.3,-0.8823529411764705,,0,0
153,guardian,2025-07-10,2025-07-10,-0.19,-0.5588235294117647,,0,0
154,guardian,2025-07-10,2025-07-10,-0.24,-0.7058823529411764,,0,0
155,guardian,2025-08-04,2025-08-05,-0.19,-0.5588235294117647,,0,0
156,guardian,2025-08-07,2025-08-07,-0.24,-0.7058823529411764,,0,0
157,guardian,2025-08-07,2025-08-08,-0.31,-0.9117647058823529,,0,0
158,guardian,2025-08-21,2025-08-21,-0.17,-0.5,,0,0
159,guardian,2025-08-25,2025-08-25,-0.11,-0.32352941176470584,,0,0
160,guardian,2025-08-26,2025-08-26,-0.18,-0.5294117647058822,,0,0
161,guardian,2025-08-26,2025-09-01,3.64,10.705882352941176,,0,0
162,guardian,2025-09-02,2025-09-09,5.23,15.382352941176471,,0,0
163,guardian,2025-09-09,2025-09-09,-0.35,-1.0294117647058822,,0,0
164,guardian,2025-09-11,2025-09-22,3.53,10.38235294117647,,0,0
165,guardian,2025-09-23,2025-09-23,-0.27,-0.7941176470588235,2025-09-23,1,1
166,guardian,2025-09-29,2025-09-30,-0.22,-0.6470588235294117,,0,0
167,guardian,2025-09-30,2025-10-13,6.29,18.5,,0,0
168,guardian,2025-10-13,2025-10-14,-0.29,-0.8529411764705881,2025-10-14,3,1
169,guardian,2025-10-14,2025-10-21,-0.46,-1.352941176470588,2025-10-21,1,1
170,guardian,2025-11-03,2025-11-03,-0.37,-1.088235294117647,,0,0
171,guardian,2025-11-03,2025-11-03,-0.32,-0.9411764705882353,,0,0
172,guardian,2025-11-06,2025-11-06,-0.22,-0.6470588235294117,2025-11-06,2,1
173,guardian,2025-11-06,2025-11-13,6.06,17.823529411764703,2025-11-13,1,1
174,guardian,2025-11-13,2025-11-13,-0.34,-1.0,2025-11-13,1,1
175,guardian,2025-11-25,2025-12-08,1.3,3.8235294117647056,,0,0
176,guardian,2025-12-09,2025-12-09,-0.23,-0.676470588235294,,0,0
177,guardian,2025-12-09,2025-12-10,-0.28,-0.823529411764706,2025-12-10,1,1
178,guardian,2025-12-11,2025-12-21,4.26,12.52941176470588,,0,0
179,guardian,2025-12-23,2025-12-24,-0.35,-1.0294117647058822,,0,0
180,guardian,2026-01-05,2026-01-05,-0.28,-0.823529411764706,,0,0
181,guardian,2026-01-08,2026-01-18,5.19,15.264705882352942,,0,0
182,guardian,2026-01-19,2026-01-20,3.56,10.470588235294118,,0,0
183,guardian,2026-01-22,2026-01-22,-0.26,-0.7647058823529411,,0,0
184,guardian,2026-01-22,2026-01-25,5.22,15.352941176470587,,0,0
185,guardian,2026-01-26,2026-01-26,-0.4,-1.1764705882352942,,0,0
186,guardian,2026-01-26,2026-01-26,-0.47,-1.3823529411764703,,0,0
187,guardian,2026-01-27,2026-01-27,-0.48,-1.4117647058823528,,0,0
188,guardian,2026-01-27,2026-01-28,8.87,26.08823529411764,,0,0
189,guardian,2026-01-29,2026-01-29,-0.61,-1.7941176470588234,2026-01-29,1,1
190,guardian,2026-01-29,2026-01-29,-1.34,-3.941176470588235,2026-01-29,1,1
191,guardian,2026-02-12,2026-02-12,-0.28,-0.823529411764706,2026-02-12,1,1
192,guardian,2026-02-12,2026-02-12,-0.39,-1.1470588235294117,2026-02-12,1,1
193,guardian,2026-02-19,2026-02-19,-0.31,-0.9117647058823529,,0,0
194,guardian,2026-02-19,2026-03-01,7.53,22.14705882352941,,0,0
195,guardian,2026-03-02,2026-03-03,-0.63,-1.852941176470588,2026-03-03,1,1
196,guardian,2026-03-12,2026-03-12,-0.24,-0.7058823529411764,,0,0
197,guardian,2026-03-30,2026-03-30,-0.64,-1.8823529411764706,,0,0
198,guardian,2026-04-02,2026-04-05,-0.72,-2.117647058823529,,0,0
199,guardian,2026-04-06,2026-04-06,-0.47,-1.3823529411764703,,0,0
200,guardian,2026-04-07,2026-04-20,3.69,10.852941176470587,,0,0
1,striker,2022-01-04,2022-01-04,-0.14,-0.14,,0,0
2,striker,2022-01-07,2022-01-07,-0.23,-0.23,,0,0
3,striker,2022-01-28,2022-01-28,0.02,0.02,,0,0
4,striker,2022-02-04,2022-02-04,-0.31,-0.31,,0,0
5,striker,2022-02-25,2022-02-25,0.92,0.92,,0,0
6,striker,2022-02-25,2022-02-25,-0.07,-0.07,,0,0
7,striker,2022-03-15,2022-03-15,0.01,0.01,,0,0
8,striker,2022-03-15,2022-03-15,-0.4,-0.4,,0,0
9,striker,2022-03-18,2022-03-18,-0.26,-0.26,,0,0
10,striker,2022-03-18,2022-03-20,0.72,0.72,,0,0
11,striker,2022-03-18,2022-03-20,0.4,0.4,,0,0
12,striker,2022-03-25,2022-03-25,0.01,0.01,,0,0
13,striker,2022-04-08,2022-04-08,0.01,0.01,,0,0
14,striker,2022-04-19,2022-04-19,0.01,0.01,,0,0
15,striker,2022-04-19,2022-04-19,0.01,0.01,,0,0
16,striker,2022-05-03,2022-05-03,0.01,0.01,,0,0
17,striker,2022-05-27,2022-05-27,-0.02,-0.02,,0,0
18,striker,2022-05-27,2022-05-27,0.01,0.01,,0,0
19,striker,2022-05-31,2022-05-31,0.01,0.01,,0,0
20,striker,2022-06-07,2022-06-07,0.01,0.01,,0,0
21,striker,2022-06-21,2022-06-21,0.05,0.05,,0,0
22,striker,2022-06-24,2022-06-24,0.01,0.01,,0,0
23,striker,2022-07-15,2022-07-15,0.01,0.01,,0,0
24,striker,2022-07-19,2022-07-19,0.31,0.31,,0,0
25,striker,2022-07-19,2022-07-19,-0.04,-0.04,,0,0
26,striker,2022-07-19,2022-07-19,0.13,0.13,,0,0
27,striker,2022-07-19,2022-07-19,-0.18,-0.18,,0,0
28,striker,2022-07-29,2022-07-29,0.01,0.01,,0,0
29,striker,2022-07-29,2022-07-29,0.01,0.01,,0,0
30,striker,2022-08-02,2022-08-02,-0.27,-0.27,,0,0
31,striker,2022-08-12,2022-08-14,0.39,0.39,,0,0
32,striker,2022-08-12,2022-08-14,0.09,0.09,,0,0
33,striker,2022-08-16,2022-08-16,0.0,0.0,,0,0
34,striker,2022-08-16,2022-08-16,0.44,0.44,,0,0
35,striker,2022-08-16,2022-08-16,0.24,0.24,,0,0
36,striker,2022-09-02,2022-09-02,0.01,0.01,,0,0
37,striker,2022-10-04,2022-10-04,0.01,0.01,,0,0
38,striker,2022-10-11,2022-10-11,0.41,0.41,,0,0
39,striker,2022-10-11,2022-10-11,-0.38,-0.38,,0,0
40,striker,2022-10-21,2022-10-21,0.02,0.02,,0,0
41,striker,2022-10-21,2022-10-23,1.56,1.56,,0,0
42,striker,2022-10-21,2022-10-23,0.91,0.91,,0,0
43,striker,2022-10-25,2022-10-25,-0.28,-0.28,,0,0
44,striker,2022-10-28,2022-10-30,0.96,0.96,,0,0
45,striker,2022-10-28,2022-10-30,0.43,0.43,,0,0
46,striker,2022-11-04,2022-11-04,0.05,0.05,,0,0
47,striker,2022-11-08,2022-11-08,0.14,0.14,,0,0
48,striker,2022-11-08,2022-11-08,0.01,0.01,,0,0
49,striker,2022-11-22,2022-11-22,0.01,0.01,,0,0
50,striker,2022-11-25,2022-11-25,0.0,0.0,,0,0
51,striker,2022-11-29,2022-11-29,-0.21,-0.21,,0,0
52,striker,2022-12-16,2022-12-16,0.01,0.01,,0,0
53,striker,2022-12-20,2022-12-20,0.05,0.05,,0,0
54,striker,2023-01-06,2023-01-06,-0.24,-0.24,,0,0
55,striker,2023-01-06,2023-01-06,0.12,0.12,,0,0
